gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
M,42,divorced,postgrad,1,full_time,7,13,127500,no,0,owner,3,derivatives,yes
M,31,single,highsch,0,unemployed,0,9,0,no,0,tenant,10,stocks,no
F,57,single,univ,0,full_time,6,31,92969,no,0,owner_morg,4,bonds,yes
M,26,married,highsch,0,self_employ,4,4,38250,yes,38373,owner_morg,5,bonds,no
M,21,married,highsch,1,part_time,0,1,19125,no,0,tenant,5,derivatives,yes
M,55,married,basic,3,self_employ,2,29,44625,yes,51674,tenant,2,derivatives,yes
M,32,widowed,highsch,1,part_time,6,9,28688,no,0,tenant,12,stocks,no
M,42,widowed,highsch,0,part_time,2,2,28688,no,0,tenant,9,stocks,no
M,22,divorced,univ,0,full_time,2,2,53125,no,0,tenant,3,stocks,yes
F,38,divorced,highsch,3,unemployed,0,14,0,no,0,tenant,10,stocks,no
M,39,single,highsch,0,unemployed,0,14,0,no,0,tenant,15,derivatives,yes
M,21,married,basic,1,self_employ,2,2,25500,yes,33748,owner_morg,6,stocks,no
F,24,married,highsch,0,full_time,3,5,31875,no,0,tenant,7,derivatives,no
M,34,married,highsch,3,part_time,0,12,28688,yes,37626,owner,9,derivatives,no
F,39,divorced,univ,3,unemployed,0,4,0,no,0,tenant,8,bonds,yes
F,33,single,highsch,0,full_time,5,10,47813,no,0,owner,14,stocks,no
F,43,single,univ,0,full_time,5,19,79688,no,0,tenant,12,bonds,yes
F,34,married,highsch,2,full_time,4,9,47813,yes,59952,owner_morg,11,bonds,yes
F,34,married,highsch,0,self_employ,4,7,57375,no,0,tenant,11,derivatives,no
F,45,married,univ,0,unemployed,0,20,0,yes,58,tenant,12,stocks,no
M,28,married,postgrad,3,unemployed,0,0,0,yes,45345,tenant,5,derivatives,yes
F,21,single,highsch,0,part_time,2,2,19125,no,0,w_parents,4,bonds,yes
M,25,divorced,univ,3,full_time,2,3,53125,no,0,tenant,7,derivatives,no
M,55,married,univ,1,part_time,2,26,55781,yes,33733,owner_morg,1,stocks,no
F,45,married,univ,1,unemployed,0,10,0,yes,58089,owner_morg,10,derivatives,yes
M,23,single,highsch,0,full_time,1,2,31875,no,0,tenant,3,bonds,no
F,23,married,basic,0,part_time,1,2,12750,yes,45119,tenant,3,bonds,yes
M,31,married,postgrad,3,part_time,3,5,76500,yes,33845,owner_morg,7,bonds,yes
M,38,single,highsch,0,unemployed,0,2,0,no,0,tenant,14,derivatives,yes
F,47,single,highsch,0,full_time,1,20,47813,no,0,tenant,3,stocks,no
F,36,divorced,postgrad,0,full_time,8,10,127500,no,0,tenant,3,stocks,no
M,50,single,univ,0,full_time,12,16,92969,no,0,owner_morg,14,derivatives,yes
F,45,married,highsch,2,part_time,0,22,28688,yes,33922,owner,4,bonds,no
F,40,single,univ,0,part_time,10,10,47813,no,0,tenant,5,derivatives,no
M,53,widowed,postgrad,2,full_time,10,10,148750,no,0,tenant,15,stocks,no
F,33,divorced,highsch,1,full_time,0,11,47813,no,0,owner,14,stocks,no
M,27,divorced,highsch,3,unemployed,0,3,0,no,0,tenant,6,bonds,yes
M,58,divorced,postgrad,0,full_time,13,22,148750,no,0,tenant,10,derivatives,yes
F,66,divorced,highsch,3,unemployed,0,29,0,no,0,tenant,13,stocks,no
F,26,married,univ,3,part_time,0,6,31875,yes,36047,tenant,4,stocks,yes
F,27,married,postgrad,0,unemployed,0,6,0,yes,14816,tenant,2,stocks,yes
F,42,divorced,highsch,2,self_employ,2,10,57375,no,0,tenant,11,bonds,yes
M,30,widowed,highsch,2,unemployed,0,2,0,no,0,tenant,13,bonds,no
F,30,divorced,univ,0,full_time,6,9,79688,no,0,owner,11,stocks,no
M,26,married,highsch,2,unemployed,0,2,0,yes,41315,owner,6,derivatives,yes
F,35,divorced,postgrad,2,full_time,7,13,127500,no,0,tenant,15,derivatives,no
F,43,married,highsch,2,unemployed,0,18,0,yes,2625,tenant,13,stocks,no
F,26,married,highsch,1,full_time,3,3,31875,no,0,tenant,8,derivatives,yes
M,24,widowed,highsch,1,part_time,2,5,19125,no,0,owner_morg,5,stocks,yes
F,21,divorced,basic,0,full_time,1,1,21250,no,0,tenant,4,bonds,yes
M,48,married,highsch,2,full_time,3,21,47813,yes,57852,owner_morg,9,bonds,yes
F,33,married,highsch,1,unemployed,0,7,0,yes,54297,owner_morg,3,bonds,yes
F,23,widowed,highsch,1,part_time,1,1,19125,no,0,tenant,8,derivatives,yes
M,41,single,postgrad,0,full_time,10,10,127500,no,0,owner,12,stocks,no
F,34,single,univ,0,self_employ,4,10,95625,no,0,tenant,12,bonds,yes
M,28,divorced,highsch,3,unemployed,0,5,0,no,0,owner,9,derivatives,yes
M,41,married,univ,2,full_time,12,18,79688,no,0,tenant,3,bonds,yes
M,57,single,highsch,0,full_time,1,14,55781,no,0,owner,8,stocks,no
F,61,single,highsch,0,part_time,11,16,33469,no,0,owner,11,stocks,no
F,21,divorced,basic,1,self_employ,1,2,25500,no,0,owner_morg,3,bonds,yes
F,36,single,basic,0,self_employ,3,8,38250,no,0,tenant,9,bonds,yes
F,53,single,univ,0,self_employ,3,14,111563,no,0,tenant,5,derivatives,no
M,40,married,postgrad,1,full_time,8,8,127500,no,0,owner,5,stocks,no
M,57,single,basic,0,unemployed,0,20,0,no,0,tenant,6,derivatives,yes
F,47,married,univ,3,full_time,6,9,79688,yes,49102,owner,5,derivatives,yes
F,21,single,basic,0,part_time,2,2,12750,no,0,w_parents,3,bonds,yes
M,32,married,univ,2,unemployed,0,5,0,yes,55919,owner,15,derivatives,yes
F,36,single,highsch,0,part_time,8,12,28688,no,0,tenant,12,bonds,yes
M,46,divorced,univ,1,full_time,13,13,79688,no,0,owner_morg,15,stocks,no
M,25,single,univ,0,part_time,3,4,31875,no,0,tenant,6,stocks,yes
M,31,divorced,postgrad,1,full_time,4,10,127500,no,0,tenant,12,derivatives,yes
F,29,divorced,highsch,1,self_employ,6,9,38250,no,0,tenant,2,stocks,yes
F,28,widowed,postgrad,2,full_time,3,3,85000,no,0,owner,9,derivatives,yes
F,59,widowed,univ,0,part_time,12,19,55781,no,0,tenant,15,stocks,no
M,22,single,basic,0,full_time,2,3,21250,no,0,tenant,6,stocks,yes
F,28,divorced,basic,1,full_time,5,8,21250,no,0,tenant,4,derivatives,no
M,31,single,basic,0,self_employ,0,6,38250,no,0,owner,4,stocks,no
F,32,single,basic,0,full_time,5,5,31875,no,0,tenant,15,stocks,no
M,39,divorced,univ,2,unemployed,0,1,0,no,0,owner,8,stocks,no
F,58,married,highsch,1,self_employ,10,20,66938,yes,45926,tenant,12,stocks,no
M,50,divorced,univ,2,full_time,1,18,92969,no,0,tenant,1,bonds,yes
F,27,divorced,univ,2,full_time,4,7,53125,no,0,tenant,5,derivatives,no
F,22,single,highsch,0,self_employ,0,0,38250,no,0,tenant,8,bonds,yes
F,78,widowed,univ,1,self_employ,5,25,111563,no,0,tenant,4,bonds,yes
F,50,divorced,highsch,2,full_time,4,6,55781,no,0,tenant,4,derivatives,no
M,26,widowed,highsch,2,unemployed,0,3,0,no,0,tenant,7,derivatives,no
F,34,married,basic,2,part_time,0,9,19125,no,0,tenant,11,stocks,no
F,34,single,postgrad,0,full_time,3,12,127500,no,0,tenant,1,stocks,no
M,55,married,postgrad,1,full_time,2,27,148750,no,0,owner_morg,11,derivatives,yes
M,21,widowed,basic,0,self_employ,2,2,25500,no,0,tenant,3,derivatives,yes
M,35,single,postgrad,0,full_time,4,12,127500,no,0,owner_morg,9,bonds,no
F,30,divorced,highsch,0,full_time,0,0,47813,no,0,tenant,13,stocks,no
M,57,widowed,basic,3,self_employ,6,25,44625,no,0,tenant,14,stocks,no
M,26,married,highsch,3,part_time,2,2,19125,yes,55906,tenant,4,bonds,yes
F,37,divorced,basic,0,part_time,4,4,19125,no,0,tenant,13,derivatives,no
F,48,single,basic,0,self_employ,11,19,38250,no,0,tenant,7,derivatives,no
F,25,married,highsch,2,unemployed,0,6,0,yes,29174,tenant,8,bonds,yes
F,24,married,highsch,1,part_time,3,3,19125,yes,58584,tenant,8,bonds,yes
F,34,divorced,highsch,3,unemployed,0,3,0,no,0,owner_morg,10,derivatives,no
F,36,married,highsch,2,full_time,2,12,47813,yes,55167,owner,1,stocks,no
F,35,divorced,highsch,1,unemployed,0,9,0,no,0,tenant,5,bonds,yes
F,41,widowed,univ,2,self_employ,11,14,95625,no,0,tenant,7,bonds,yes
F,24,single,univ,0,part_time,3,5,31875,no,0,owner,6,stocks,yes
M,30,married,highsch,1,self_employ,2,3,57375,yes,29129,tenant,11,stocks,no
M,60,widowed,postgrad,0,full_time,3,29,148750,no,0,owner_morg,1,derivatives,yes
F,36,married,univ,2,part_time,3,14,47813,yes,56279,tenant,3,bonds,yes
F,45,widowed,highsch,0,unemployed,0,8,0,no,0,owner_morg,1,stocks,no
F,32,single,univ,0,unemployed,0,10,0,no,0,owner,10,bonds,no
F,38,divorced,basic,1,unemployed,0,12,0,no,0,tenant,4,derivatives,no
M,34,divorced,highsch,0,part_time,3,4,28688,no,0,tenant,13,derivatives,yes
M,21,single,highsch,0,unemployed,0,2,0,no,0,w_parents,6,derivatives,yes
F,49,married,univ,0,full_time,13,13,79688,yes,30478,owner_morg,11,derivatives,no
M,33,married,univ,2,part_time,1,8,47813,yes,51992,tenant,14,stocks,no
F,23,divorced,highsch,0,full_time,3,3,31875,no,0,owner,3,bonds,yes
M,56,widowed,highsch,2,self_employ,2,30,66938,no,0,tenant,5,stocks,no
F,38,married,highsch,1,unemployed,0,7,0,yes,41124,tenant,1,bonds,yes
F,56,married,univ,0,self_employ,18,25,111563,yes,56503,owner_morg,12,bonds,yes
F,45,divorced,highsch,1,self_employ,14,20,57375,no,0,tenant,10,bonds,no
M,35,single,univ,0,full_time,7,13,79688,no,0,tenant,12,derivatives,no
M,31,single,basic,0,unemployed,0,10,0,no,0,owner,14,bonds,no
M,36,married,univ,0,unemployed,0,4,0,yes,8173,tenant,2,derivatives,yes
M,52,married,univ,2,unemployed,0,18,0,yes,53305,tenant,6,derivatives,yes
F,36,divorced,univ,2,full_time,0,1,79688,no,0,tenant,1,bonds,yes
M,22,married,highsch,0,self_employ,0,1,38250,yes,57409,tenant,7,bonds,no
M,50,single,highsch,0,full_time,16,24,55781,no,0,owner_morg,12,bonds,no
F,35,divorced,highsch,2,part_time,5,5,28688,no,0,owner,13,bonds,no
F,42,single,highsch,0,full_time,2,7,47813,no,0,owner_morg,15,bonds,yes
F,32,single,highsch,0,full_time,4,6,47813,no,0,tenant,12,derivatives,no
M,54,single,highsch,0,full_time,17,20,55781,no,0,tenant,5,stocks,no
F,53,married,highsch,2,unemployed,0,15,0,no,0,tenant,15,derivatives,yes
M,68,widowed,postgrad,0,self_employ,22,39,178500,no,0,owner_morg,8,derivatives,yes
F,42,divorced,highsch,1,full_time,4,4,47813,no,0,tenant,14,derivatives,no
F,36,married,highsch,1,full_time,8,14,47813,yes,58398,tenant,10,derivatives,yes
F,27,married,univ,2,full_time,0,2,53125,yes,28375,tenant,1,bonds,yes
F,43,divorced,highsch,1,self_employ,5,5,57375,no,0,tenant,5,stocks,no
F,44,single,highsch,0,part_time,0,1,28688,no,0,owner,7,derivatives,no
M,31,single,univ,0,full_time,6,6,79688,no,0,owner,3,stocks,no
M,52,widowed,univ,0,self_employ,8,13,111563,no,0,tenant,4,bonds,no
M,31,married,highsch,1,unemployed,0,0,0,yes,18784,owner,12,derivatives,yes
M,51,divorced,univ,1,part_time,15,26,55781,no,0,tenant,15,derivatives,yes
F,37,divorced,univ,3,self_employ,0,13,95625,no,0,tenant,5,bonds,yes
F,65,married,univ,1,self_employ,1,9,111563,no,0,owner,4,bonds,yes
F,30,married,univ,3,self_employ,6,6,95625,yes,36461,owner_morg,11,bonds,yes
F,64,widowed,postgrad,1,full_time,4,22,148750,no,0,owner,1,stocks,no
M,24,divorced,highsch,1,part_time,3,5,19125,no,0,tenant,6,bonds,yes
F,38,divorced,univ,2,full_time,3,11,79688,no,0,owner,12,derivatives,no
F,34,married,basic,2,full_time,8,8,31875,yes,39273,tenant,9,derivatives,yes
M,50,married,highsch,3,full_time,3,15,55781,yes,43251,tenant,10,bonds,yes
F,48,married,highsch,3,self_employ,15,15,57375,yes,48347,owner,9,stocks,no
F,60,divorced,highsch,1,full_time,0,13,55781,no,0,tenant,14,derivatives,no
F,27,married,highsch,2,part_time,1,6,19125,yes,46027,tenant,10,stocks,yes
F,25,single,highsch,0,unemployed,0,2,0,no,0,owner_morg,6,bonds,yes
F,61,widowed,highsch,0,self_employ,15,34,66938,no,0,owner_morg,4,derivatives,yes
M,74,widowed,univ,0,unemployed,0,35,0,no,0,owner,10,derivatives,no
M,33,married,highsch,0,unemployed,0,4,0,no,0,tenant,5,stocks,no
F,34,widowed,postgrad,1,full_time,7,12,127500,no,0,owner,3,bonds,yes
F,26,single,highsch,0,unemployed,0,6,0,no,0,tenant,1,derivatives,no
F,29,married,postgrad,0,full_time,2,4,85000,no,0,owner,1,bonds,yes
F,43,married,basic,1,part_time,7,7,19125,yes,53688,tenant,8,derivatives,yes
M,20,divorced,basic,1,full_time,0,2,21250,no,0,owner_morg,4,derivatives,yes
M,60,widowed,postgrad,3,full_time,21,30,148750,no,0,tenant,10,bonds,yes
F,20,married,highsch,1,full_time,1,1,31875,yes,38268,owner,8,stocks,yes
M,29,widowed,postgrad,3,full_time,3,3,85000,no,0,tenant,8,bonds,yes
M,20,single,highsch,0,self_employ,1,1,38250,no,0,tenant,6,stocks,yes
F,31,single,highsch,0,full_time,1,6,47813,no,0,tenant,1,stocks,no
M,31,divorced,postgrad,2,full_time,7,9,127500,no,0,owner_morg,11,bonds,yes
M,23,widowed,highsch,1,full_time,0,3,31875,no,0,tenant,8,bonds,yes
F,25,married,univ,2,self_employ,0,0,63750,yes,25998,tenant,3,bonds,yes
F,27,single,postgrad,0,full_time,1,2,85000,no,0,tenant,8,bonds,yes
M,62,single,univ,0,unemployed,0,10,0,no,0,tenant,3,derivatives,yes
F,35,single,postgrad,0,full_time,9,9,127500,no,0,tenant,9,stocks,no
M,24,divorced,univ,1,part_time,1,5,31875,no,0,owner,4,derivatives,no
M,27,divorced,highsch,0,full_time,2,4,31875,no,0,tenant,1,stocks,yes
F,72,widowed,univ,0,unemployed,0,40,0,no,0,tenant,8,derivatives,no
M,33,divorced,basic,1,full_time,7,11,31875,no,0,tenant,9,bonds,no
F,24,married,univ,0,part_time,1,1,31875,yes,48883,owner_morg,4,derivatives,no
F,41,married,postgrad,1,unemployed,0,1,0,yes,35894,tenant,14,bonds,yes
M,81,married,highsch,2,retired,29,43,22313,no,0,tenant,15,stocks,no
M,56,divorced,univ,0,full_time,17,18,92969,no,0,tenant,7,stocks,no
F,26,married,highsch,0,self_employ,1,6,38250,yes,55295,owner,1,bonds,yes
M,21,single,highsch,0,full_time,0,2,31875,no,0,tenant,8,stocks,yes
M,36,divorced,highsch,1,part_time,7,10,28688,no,0,tenant,12,stocks,no
F,22,single,highsch,0,unemployed,0,1,0,no,0,owner,7,derivatives,no
M,49,divorced,highsch,2,unemployed,0,17,0,no,0,tenant,9,derivatives,yes
M,35,divorced,univ,2,part_time,6,7,47813,no,0,owner,5,stocks,no
F,35,married,highsch,1,self_employ,8,9,57375,yes,35964,owner_morg,1,stocks,no
F,22,single,univ,0,full_time,1,2,53125,no,0,tenant,4,derivatives,no
F,53,divorced,highsch,1,full_time,2,26,55781,no,0,tenant,8,bonds,yes
M,58,widowed,univ,3,full_time,3,10,92969,no,0,owner,4,stocks,no
F,20,divorced,basic,1,self_employ,0,2,25500,no,0,tenant,7,stocks,yes
M,33,married,univ,2,unemployed,0,3,0,no,0,tenant,10,stocks,no
F,32,single,highsch,0,unemployed,0,2,0,no,0,tenant,1,bonds,yes
F,20,single,basic,0,self_employ,0,0,25500,no,0,w_parents,6,stocks,yes
M,26,divorced,basic,0,full_time,3,6,21250,no,0,owner_morg,8,bonds,no
M,30,married,univ,0,unemployed,0,8,0,no,0,owner,7,stocks,no
F,28,married,highsch,0,self_employ,1,6,38250,yes,49860,owner,10,stocks,no
F,34,divorced,basic,2,full_time,4,4,31875,no,0,tenant,4,bonds,yes
F,21,single,highsch,0,unemployed,0,1,0,no,0,w_parents,5,bonds,yes
F,29,married,basic,2,full_time,4,6,21250,yes,55357,owner_morg,4,stocks,yes
F,29,married,univ,0,unemployed,0,2,0,yes,43078,tenant,9,derivatives,no
M,62,divorced,basic,0,part_time,12,13,22313,no,0,tenant,9,derivatives,no
M,24,single,univ,0,part_time,2,2,31875,no,0,tenant,8,stocks,yes
F,46,widowed,highsch,3,unemployed,0,9,0,no,0,tenant,1,stocks,no
F,32,married,postgrad,0,part_time,5,6,76500,yes,50414,owner_morg,2,bonds,yes
M,24,single,basic,0,full_time,2,5,21250,no,0,owner_morg,4,bonds,no
F,31,divorced,univ,2,part_time,2,6,47813,no,0,tenant,11,derivatives,no
M,21,single,highsch,0,unemployed,0,0,0,no,0,w_parents,7,stocks,yes
F,26,married,basic,0,part_time,2,3,12750,yes,37475,owner_morg,2,derivatives,no
M,42,single,basic,0,unemployed,0,2,0,no,0,tenant,9,derivatives,no
M,38,single,basic,0,full_time,6,9,31875,no,0,tenant,13,stocks,no
M,39,divorced,univ,0,unemployed,0,6,0,no,0,owner,13,stocks,no
F,57,widowed,highsch,1,full_time,19,19,55781,no,0,owner_morg,14,stocks,no
M,40,divorced,highsch,2,full_time,11,12,47813,no,0,tenant,11,derivatives,yes
M,49,divorced,highsch,1,self_employ,14,22,57375,no,0,owner,2,stocks,no
M,57,divorced,postgrad,1,full_time,18,18,148750,no,0,owner,2,bonds,yes
F,30,married,univ,0,full_time,2,5,79688,yes,54867,owner_morg,2,stocks,no
M,21,single,basic,0,full_time,2,2,21250,no,0,w_parents,6,stocks,yes
M,38,married,basic,3,full_time,7,7,31875,no,0,tenant,15,derivatives,no
M,28,single,highsch,0,unemployed,0,3,0,no,0,tenant,10,stocks,yes
F,70,divorced,univ,2,retired,24,41,37188,no,0,tenant,5,derivatives,no
F,53,divorced,postgrad,2,full_time,7,17,148750,no,0,owner_morg,7,stocks,no
F,58,married,postgrad,2,part_time,16,30,89250,yes,66476,tenant,9,bonds,yes
M,28,single,highsch,0,self_employ,3,6,38250,no,0,owner_morg,8,derivatives,yes
F,40,married,postgrad,2,unemployed,0,2,0,yes,3246,owner,13,derivatives,no
M,27,widowed,univ,2,part_time,3,7,31875,no,0,owner,2,derivatives,yes
M,21,married,highsch,1,part_time,2,2,19125,yes,54205,owner,4,derivatives,no
M,28,single,highsch,0,self_employ,2,6,38250,no,0,owner_morg,4,bonds,no
M,24,married,highsch,0,unemployed,0,3,0,yes,5014,owner,5,derivatives,yes
F,26,divorced,univ,1,self_employ,3,6,63750,no,0,tenant,9,derivatives,no
M,39,single,univ,0,part_time,0,6,47813,no,0,owner_morg,3,stocks,no
F,32,single,highsch,0,unemployed,0,10,0,no,0,owner,13,stocks,no
M,41,divorced,univ,1,unemployed,0,6,0,no,0,owner,12,stocks,no
M,28,single,postgrad,0,full_time,4,6,85000,no,0,tenant,6,bonds,no
M,24,single,univ,0,self_employ,0,2,63750,no,0,tenant,8,derivatives,no
F,20,married,basic,0,full_time,0,1,21250,yes,34199,tenant,7,bonds,yes
M,33,divorced,univ,3,part_time,5,5,47813,no,0,tenant,10,stocks,no
M,29,divorced,highsch,3,unemployed,0,6,0,no,0,tenant,2,bonds,yes
F,62,divorced,highsch,2,unemployed,0,23,0,no,0,tenant,11,derivatives,no
M,45,divorced,postgrad,3,full_time,1,3,127500,no,0,tenant,7,stocks,no
M,71,widowed,highsch,3,self_employ,27,36,66938,no,0,owner_morg,2,stocks,no
M,32,divorced,univ,2,part_time,7,7,47813,no,0,tenant,13,bonds,yes
M,61,widowed,basic,3,self_employ,17,19,44625,no,0,owner_morg,12,bonds,yes
M,23,single,univ,0,full_time,1,4,53125,no,0,owner,4,stocks,yes
F,68,widowed,postgrad,0,unemployed,0,2,0,no,0,tenant,9,derivatives,yes
F,20,single,highsch,0,self_employ,1,2,38250,no,0,owner,8,stocks,yes
M,49,divorced,highsch,0,part_time,5,24,28688,no,0,owner,12,stocks,no
M,49,married,highsch,0,unemployed,0,25,0,yes,57450,tenant,7,derivatives,yes
M,24,single,univ,0,part_time,1,2,31875,no,0,owner,5,derivatives,yes
M,26,single,basic,0,full_time,2,6,21250,no,0,tenant,10,bonds,no
M,64,married,highsch,1,full_time,10,30,55781,yes,52037,tenant,2,derivatives,yes
M,69,widowed,univ,2,self_employ,17,28,111563,no,0,owner_morg,5,stocks,no
M,21,single,highsch,0,full_time,0,0,31875,no,0,tenant,8,stocks,yes
F,22,single,univ,0,full_time,2,3,53125,no,0,owner_morg,8,derivatives,no
M,29,divorced,univ,1,unemployed,0,9,0,no,0,tenant,3,stocks,yes
F,25,divorced,highsch,2,full_time,1,1,31875,no,0,tenant,9,bonds,yes
M,55,married,highsch,0,unemployed,0,14,0,yes,39648,tenant,4,stocks,no
F,44,divorced,highsch,1,full_time,8,9,47813,no,0,owner_morg,5,stocks,no
M,33,married,highsch,0,part_time,0,7,28688,yes,31270,tenant,1,bonds,no
F,32,married,univ,2,self_employ,6,6,95625,yes,57722,owner,3,derivatives,yes
M,58,married,highsch,0,part_time,19,26,33469,yes,33518,tenant,9,derivatives,yes
M,40,married,univ,2,self_employ,9,10,95625,yes,72114,owner,1,stocks,no
M,40,married,basic,3,unemployed,0,10,0,yes,38407,owner_morg,12,bonds,yes
M,40,married,postgrad,0,part_time,8,8,76500,yes,63415,tenant,14,derivatives,yes
M,29,divorced,highsch,0,self_employ,2,8,38250,no,0,owner,7,bonds,no
F,23,single,highsch,0,part_time,0,1,19125,no,0,tenant,8,bonds,yes
F,23,divorced,univ,1,unemployed,0,4,0,no,0,tenant,8,derivatives,no
F,31,single,highsch,0,full_time,0,9,47813,no,0,tenant,6,bonds,yes
F,29,married,univ,2,self_employ,4,4,63750,yes,60521,tenant,3,derivatives,no
F,25,married,basic,1,self_employ,1,5,25500,yes,53162,owner,9,derivatives,yes
M,54,married,univ,2,unemployed,0,1,0,no,0,tenant,7,bonds,yes
F,61,single,postgrad,0,full_time,1,10,148750,no,0,owner,2,derivatives,no
F,48,divorced,highsch,1,self_employ,9,13,57375,no,0,tenant,8,stocks,no
M,39,married,highsch,3,unemployed,0,16,0,yes,52447,owner,14,stocks,no
M,50,single,univ,0,unemployed,0,7,0,no,0,owner,12,derivatives,yes
M,53,divorced,highsch,2,self_employ,4,25,66938,no,0,tenant,10,derivatives,yes
F,39,divorced,univ,2,full_time,9,17,79688,no,0,tenant,14,stocks,no
F,36,divorced,basic,3,self_employ,1,3,38250,no,0,owner_morg,10,derivatives,no
M,42,married,univ,2,part_time,8,13,47813,no,0,tenant,8,stocks,no
M,39,married,univ,1,part_time,11,13,47813,yes,52473,owner,12,bonds,yes
F,32,widowed,highsch,0,unemployed,0,0,0,no,0,tenant,4,bonds,yes
F,37,divorced,univ,3,full_time,1,12,79688,no,0,tenant,4,bonds,no
M,33,single,postgrad,0,full_time,3,4,127500,no,0,tenant,4,bonds,no
F,38,married,univ,1,part_time,5,6,47813,no,0,owner_morg,5,derivatives,yes
F,20,divorced,highsch,1,part_time,1,2,19125,no,0,tenant,6,bonds,yes
M,39,divorced,highsch,3,self_employ,1,3,57375,no,0,tenant,7,derivatives,yes
M,39,divorced,univ,0,full_time,10,10,79688,no,0,tenant,12,derivatives,yes
M,32,single,highsch,0,full_time,1,10,47813,no,0,tenant,14,stocks,no
M,50,married,univ,2,unemployed,0,25,0,no,0,owner_morg,6,derivatives,yes
F,38,married,highsch,2,unemployed,0,4,0,yes,29498,owner_morg,12,derivatives,yes
F,39,divorced,univ,1,full_time,10,10,79688,no,0,tenant,11,derivatives,no
F,67,widowed,basic,1,self_employ,2,38,44625,no,0,owner,12,derivatives,yes
F,21,divorced,basic,1,unemployed,0,0,0,no,0,tenant,7,stocks,yes
F,21,single,basic,0,full_time,1,2,21250,no,0,w_parents,4,bonds,yes
F,38,divorced,basic,1,part_time,4,7,19125,no,0,owner,3,bonds,yes
M,29,married,highsch,2,self_employ,1,6,38250,yes,58801,owner_morg,9,derivatives,yes
M,25,single,highsch,0,unemployed,0,0,0,no,0,tenant,6,derivatives,no
M,25,married,highsch,3,unemployed,0,1,0,yes,29015,tenant,3,bonds,yes
F,33,divorced,univ,0,full_time,5,8,79688,no,0,owner_morg,7,derivatives,no
M,38,divorced,postgrad,2,full_time,6,6,127500,no,0,owner,8,stocks,no
F,23,single,univ,0,full_time,3,3,53125,no,0,tenant,5,stocks,yes
F,55,married,postgrad,1,full_time,5,22,148750,yes,147069,owner,4,derivatives,yes
M,34,divorced,basic,1,full_time,7,11,31875,no,0,tenant,8,bonds,yes
F,41,single,postgrad,0,full_time,10,10,127500,no,0,owner_morg,11,bonds,no
M,61,divorced,univ,3,full_time,16,26,92969,no,0,owner,3,bonds,yes
M,54,divorced,univ,1,full_time,9,26,92969,no,0,tenant,3,bonds,yes
F,51,single,highsch,0,unemployed,0,5,0,no,0,owner,11,stocks,no
F,24,married,univ,1,part_time,3,3,31875,yes,59574,owner,4,derivatives,yes
F,20,widowed,basic,0,full_time,0,2,21250,no,0,owner_morg,5,bonds,no
F,43,married,univ,1,full_time,11,16,79688,yes,41556,owner_morg,4,stocks,no
M,53,widowed,highsch,1,full_time,18,18,55781,no,0,tenant,14,derivatives,yes
F,44,single,highsch,0,self_employ,12,15,57375,no,0,tenant,3,derivatives,no
M,26,married,univ,2,unemployed,0,6,0,yes,19091,tenant,7,bonds,yes
F,51,single,highsch,0,full_time,16,22,55781,no,0,owner,11,stocks,no
M,64,single,highsch,0,full_time,22,33,55781,no,0,owner_morg,4,derivatives,yes
F,26,married,univ,1,full_time,2,5,53125,yes,35782,tenant,1,stocks,yes
F,26,divorced,highsch,3,full_time,3,5,31875,no,0,tenant,9,stocks,yes
F,33,married,univ,3,self_employ,8,9,95625,no,0,tenant,14,stocks,no
M,43,divorced,univ,0,self_employ,9,12,95625,no,0,tenant,2,stocks,no
M,81,single,postgrad,0,self_employ,24,41,178500,no,0,owner_morg,11,bonds,no
F,22,married,highsch,0,full_time,1,1,31875,yes,40034,owner,6,stocks,yes
F,26,married,highsch,1,self_employ,1,5,38250,no,0,tenant,2,stocks,yes
M,29,widowed,highsch,2,full_time,4,8,31875,no,0,tenant,2,derivatives,yes
F,22,single,highsch,0,full_time,1,1,31875,no,0,owner,6,bonds,yes
F,33,married,univ,2,full_time,0,10,79688,yes,41977,tenant,4,stocks,no
F,20,widowed,highsch,0,part_time,0,2,19125,no,0,owner,4,stocks,yes
M,54,single,univ,0,self_employ,10,22,111563,no,0,owner,12,derivatives,yes
M,40,married,univ,2,full_time,5,9,79688,yes,51680,owner_morg,15,stocks,no
M,36,divorced,univ,2,self_employ,2,11,95625,no,0,owner_morg,15,stocks,no
M,51,single,basic,0,full_time,12,18,37188,no,0,owner,2,bonds,no
F,23,single,univ,0,full_time,0,2,53125,no,0,owner_morg,4,stocks,yes
F,46,single,postgrad,0,full_time,13,13,127500,no,0,owner_morg,5,bonds,yes
F,27,married,highsch,0,part_time,4,6,19125,yes,50014,owner_morg,5,derivatives,no
M,38,widowed,highsch,2,self_employ,10,16,57375,no,0,tenant,9,bonds,yes
F,56,widowed,highsch,0,unemployed,0,26,0,no,0,tenant,4,bonds,yes
F,29,single,univ,0,part_time,2,2,31875,no,0,owner_morg,8,derivatives,no
F,27,divorced,basic,2,part_time,1,6,12750,no,0,tenant,1,stocks,no
F,23,married,basic,1,self_employ,3,4,25500,yes,35912,tenant,6,derivatives,yes
